0.000 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
0.110 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
2.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=1.968, NAV_HEADING=89.994, NAV_PITCH=0.018, NAV_ROLL=-0.001, NAV_SPEED=0.005, NAV_VX=-0.005, NAV_VY=0.000, NAV_X=-0.007, NAV_Y=0.000, NAV_YAW=-1.571, NAV_Z=-1.968}
4.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=326.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=1.942, NAV_HEADING=91.753, NAV_PITCH=-0.013, NAV_ROLL=-0.000, NAV_SPEED=0.376, NAV_VX=0.376, NAV_VY=0.006, NAV_X=0.171, NAV_Y=-0.001, NAV_YAW=-1.601, NAV_Z=-1.942}
6.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=324.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=1.965, NAV_HEADING=89.483, NAV_PITCH=-0.114, NAV_ROLL=0.009, NAV_SPEED=0.850, NAV_VX=0.850, NAV_VY=-0.007, NAV_X=1.534, NAV_Y=-0.010, NAV_YAW=-1.562, NAV_Z=-1.965}
8.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=320.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=2.062, NAV_HEADING=96.401, NAV_PITCH=-0.108, NAV_ROLL=-0.010, NAV_SPEED=0.890, NAV_VX=0.885, NAV_VY=0.098, NAV_X=3.308, NAV_Y=-0.006, NAV_YAW=-1.683, NAV_Z=-2.062}
10.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=315.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=2.209, NAV_HEADING=108.874, NAV_PITCH=-0.131, NAV_ROLL=-0.021, NAV_SPEED=0.890, NAV_VX=0.856, NAV_VY=0.246, NAV_X=5.082, NAV_Y=-0.038, NAV_YAW=-1.900, NAV_Z=-2.209}
12.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=310.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=2.408, NAV_HEADING=120.492, NAV_PITCH=-0.132, NAV_ROLL=-0.020, NAV_SPEED=0.894, NAV_VX=0.831, NAV_VY=0.329, NAV_X=6.847, NAV_Y=-0.200, NAV_YAW=-2.103, NAV_Z=-2.408}
14.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=304.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=2.658, NAV_HEADING=132.331, NAV_PITCH=-0.124, NAV_ROLL=-0.018, NAV_SPEED=0.895, NAV_VX=0.813, NAV_VY=0.375, NAV_X=8.574, NAV_Y=-0.589, NAV_YAW=-2.310, NAV_Z=-2.658}
16.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=299.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=2.954, NAV_HEADING=143.165, NAV_PITCH=-0.115, NAV_ROLL=-0.015, NAV_SPEED=0.896, NAV_VX=0.809, NAV_VY=0.385, NAV_X=10.207, NAV_Y=-1.260, NAV_YAW=-2.499, NAV_Z=-2.954}
18.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=293.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=3.283, NAV_HEADING=152.415, NAV_PITCH=-0.105, NAV_ROLL=-0.011, NAV_SPEED=0.895, NAV_VX=0.813, NAV_VY=0.374, NAV_X=11.694, NAV_Y=-2.209, NAV_YAW=-2.660, NAV_Z=-3.283}
20.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=287.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=3.625, NAV_HEADING=160.166, NAV_PITCH=-0.092, NAV_ROLL=-0.008, NAV_SPEED=0.895, NAV_VX=0.822, NAV_VY=0.354, NAV_X=13.001, NAV_Y=-3.394, NAV_YAW=-2.795, NAV_Z=-3.625}
22.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=280.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=3.966, NAV_HEADING=167.596, NAV_PITCH=-0.087, NAV_ROLL=-0.007, NAV_SPEED=0.895, NAV_VX=0.827, NAV_VY=0.342, NAV_X=14.117, NAV_Y=-4.763, NAV_YAW=-2.925, NAV_Z=-3.966}
