0.000 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=gotodepth_lift,const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
0.110 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=gotodepth_lift,const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
2.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=gotodepth_lift,const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=69.966, NAV_HEADING=89.995, NAV_PITCH=0.017, NAV_ROLL=-0.001, NAV_SPEED=0.005, NAV_VX=-0.005, NAV_VY=0.000, NAV_X=-5.006, NAV_Y=-5.000, NAV_YAW=-1.571, NAV_Z=-69.966}
4.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=gotodepth_lift idle_behaviors=const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=75.000} NAV={NAV_DEPTH=70.170, NAV_HEADING=89.980, NAV_PITCH=0.041, NAV_ROLL=-0.007, NAV_SPEED=0.003, NAV_VX=-0.001, NAV_VY=0.003, NAV_X=-5.005, NAV_Y=-4.999, NAV_YAW=-1.570, NAV_Z=-70.170}
6.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=gotodepth_lift idle_behaviors=const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=75.000} NAV={NAV_DEPTH=71.436, NAV_HEADING=89.960, NAV_PITCH=0.040, NAV_ROLL=-0.005, NAV_SPEED=0.005, NAV_VX=0.004, NAV_VY=-0.004, NAV_X=-4.949, NAV_Y=-5.010, NAV_YAW=-1.570, NAV_Z=-71.436}
8.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=gotodepth_lift idle_behaviors=const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=75.000} NAV={NAV_DEPTH=72.591, NAV_HEADING=89.941, NAV_PITCH=0.040, NAV_ROLL=0.001, NAV_SPEED=0.009, NAV_VX=0.007, NAV_VY=-0.006, NAV_X=-4.892, NAV_Y=-5.022, NAV_YAW=-1.570, NAV_Z=-72.591}
10.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=gotodepth_lift idle_behaviors=const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=75.000} NAV={NAV_DEPTH=73.522, NAV_HEADING=89.933, NAV_PITCH=0.037, NAV_ROLL=0.002, NAV_SPEED=0.013, NAV_VX=0.011, NAV_VY=-0.006, NAV_X=-4.837, NAV_Y=-5.033, NAV_YAW=-1.570, NAV_Z=-73.522}
12.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=gotodepth_lift idle_behaviors=const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=75.000} NAV={NAV_DEPTH=74.237, NAV_HEADING=89.922, NAV_PITCH=0.035, NAV_ROLL=0.001, NAV_SPEED=0.015, NAV_VX=0.014, NAV_VY=-0.005, NAV_X=-4.786, NAV_Y=-5.043, NAV_YAW=-1.569, NAV_Z=-74.237}
14.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=gotodepth_lift idle_behaviors=const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=75.000} NAV={NAV_DEPTH=74.742, NAV_HEADING=89.920, NAV_PITCH=0.035, NAV_ROLL=0.000, NAV_SPEED=0.016, NAV_VX=0.016, NAV_VY=-0.005, NAV_X=-4.739, NAV_Y=-5.053, NAV_YAW=-1.569, NAV_Z=-74.742}
16.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=gotodepth_lift idle_behaviors=const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=75.000} NAV={NAV_DEPTH=75.053, NAV_HEADING=89.921, NAV_PITCH=0.035, NAV_ROLL=-0.000, NAV_SPEED=0.018, NAV_VX=0.017, NAV_VY=-0.005, NAV_X=-4.695, NAV_Y=-5.063, NAV_YAW=-1.569, NAV_Z=-75.053}
18.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=gotodepth_lift idle_behaviors=const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=75.000} NAV={NAV_DEPTH=75.190, NAV_HEADING=89.910, NAV_PITCH=0.036, NAV_ROLL=-0.000, NAV_SPEED=0.020, NAV_VX=0.019, NAV_VY=-0.005, NAV_X=-4.654, NAV_Y=-5.074, NAV_YAW=-1.569, NAV_Z=-75.190}
20.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=gotodepth_lift idle_behaviors=const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=75.000} NAV={NAV_DEPTH=75.187, NAV_HEADING=89.922, NAV_PITCH=0.036, NAV_ROLL=-0.000, NAV_SPEED=0.022, NAV_VX=0.021, NAV_VY=-0.005, NAV_X=-4.613, NAV_Y=-5.084, NAV_YAW=-1.569, NAV_Z=-75.187}
22.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=gotodepth_lift idle_behaviors=const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=75.000} NAV={NAV_DEPTH=75.104, NAV_HEADING=89.919, NAV_PITCH=0.035, NAV_ROLL=-0.000, NAV_SPEED=0.024, NAV_VX=0.023, NAV_VY=-0.005, NAV_X=-4.571, NAV_Y=-5.094, NAV_YAW=-1.569, NAV_Z=-75.104}
24.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=gotodepth_lift idle_behaviors=const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=75.000} NAV={NAV_DEPTH=75.018, NAV_HEADING=89.918, NAV_PITCH=0.035, NAV_ROLL=-0.000, NAV_SPEED=0.025, NAV_VX=0.025, NAV_VY=-0.005, NAV_X=-4.526, NAV_Y=-5.104, NAV_YAW=-1.569, NAV_Z=-75.018}
26.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=gotodepth_lift idle_behaviors=const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=75.000} NAV={NAV_DEPTH=74.974, NAV_HEADING=89.918, NAV_PITCH=0.035, NAV_ROLL=-0.000, NAV_SPEED=0.027, NAV_VX=0.027, NAV_VY=-0.005, NAV_X=-4.476, NAV_Y=-5.114, NAV_YAW=-1.569, NAV_Z=-74.974}
28.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=gotodepth_lift idle_behaviors=const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=75.000} NAV={NAV_DEPTH=74.978, NAV_HEADING=89.920, NAV_PITCH=0.036, NAV_ROLL=0.000, NAV_SPEED=0.029, NAV_VX=0.028, NAV_VY=-0.005, NAV_X=-4.421, NAV_Y=-5.124, NAV_YAW=-1.569, NAV_Z=-74.978}
30.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=gotodepth_lift idle_behaviors=const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=75.000} NAV={NAV_DEPTH=75.010, NAV_HEADING=89.920, NAV_PITCH=0.035, NAV_ROLL=-0.000, NAV_SPEED=0.030, NAV_VX=0.030, NAV_VY=-0.005, NAV_X=-4.362, NAV_Y=-5.134, NAV_YAW=-1.569, NAV_Z=-75.010}
32.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=gotodepth_lift idle_behaviors=const_speed_survey,const_depth_survey,waypt_survey,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=75.000} NAV={NAV_DEPTH=75.043, NAV_HEADING=89.924, NAV_PITCH=0.036, NAV_ROLL=0.000, NAV_SPEED=0.031, NAV_VX=0.031, NAV_VY=-0.005, NAV_X=-4.300, NAV_Y=-5.144, NAV_YAW=-1.569, NAV_Z=-75.043}
34.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_survey,const_depth_survey,waypt_survey idle_behaviors=gotodepth_lift,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=60.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=75.140, NAV_HEADING=89.374, NAV_PITCH=0.039, NAV_ROLL=-0.001, NAV_SPEED=0.056, NAV_VX=0.055, NAV_VY=-0.004, NAV_X=-4.231, NAV_Y=-5.153, NAV_YAW=-1.560, NAV_Z=-75.140}
36.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_survey,const_depth_survey,waypt_survey idle_behaviors=gotodepth_lift,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=65.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=75.894, NAV_HEADING=76.368, NAV_PITCH=0.035, NAV_ROLL=-0.007, NAV_SPEED=0.098, NAV_VX=0.094, NAV_VY=-0.029, NAV_X=-4.003, NAV_Y=-5.165, NAV_YAW=-1.333, NAV_Z=-75.894}
38.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_survey,const_depth_survey,waypt_survey idle_behaviors=gotodepth_lift,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=70.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=76.499, NAV_HEADING=55.882, NAV_PITCH=0.037, NAV_ROLL=-0.011, NAV_SPEED=0.100, NAV_VX=0.077, NAV_VY=-0.063, NAV_X=-3.783, NAV_Y=-5.178, NAV_YAW=-0.975, NAV_Z=-76.499}
40.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_survey,const_depth_survey,waypt_survey idle_behaviors=gotodepth_lift,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=75.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=76.907, NAV_HEADING=37.501, NAV_PITCH=0.037, NAV_ROLL=-0.009, NAV_SPEED=0.099, NAV_VX=0.055, NAV_VY=-0.083, NAV_X=-3.570, NAV_Y=-5.188, NAV_YAW=-0.655, NAV_Z=-76.907}
42.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_survey,const_depth_survey,waypt_survey idle_behaviors=gotodepth_lift,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=80.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=77.133, NAV_HEADING=23.910, NAV_PITCH=0.039, NAV_ROLL=-0.006, NAV_SPEED=0.098, NAV_VX=0.042, NAV_VY=-0.088, NAV_X=-3.367, NAV_Y=-5.189, NAV_YAW=-0.417, NAV_Z=-77.133}
44.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_survey,const_depth_survey,waypt_survey idle_behaviors=gotodepth_lift,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=85.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=77.200, NAV_HEADING=13.683, NAV_PITCH=0.042, NAV_ROLL=-0.004, NAV_SPEED=0.097, NAV_VX=0.041, NAV_VY=-0.088, NAV_X=-3.172, NAV_Y=-5.165, NAV_YAW=-0.239, NAV_Z=-77.200}
46.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_survey,const_depth_survey,waypt_survey idle_behaviors=gotodepth_lift,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=90.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=77.153, NAV_HEADING=5.522, NAV_PITCH=0.041, NAV_ROLL=-0.004, NAV_SPEED=0.097, NAV_VX=0.044, NAV_VY=-0.087, NAV_X=-2.986, NAV_Y=-5.112, NAV_YAW=-0.096, NAV_Z=-77.153}
48.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_survey,const_depth_survey,waypt_survey idle_behaviors=gotodepth_lift,const_speed_return,waypt_returning,const_depth_return,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=95.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=77.062, NAV_HEADING=358.520, NAV_PITCH=0.039, NAV_ROLL=-0.003, NAV_SPEED=0.097, NAV_VX=0.047, NAV_VY=-0.085, NAV_X=-2.812, NAV_Y=-5.031, NAV_YAW=0.026, NAV_Z=-77.062}
50.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_return,waypt_returning,const_depth_return idle_behaviors=gotodepth_lift,const_speed_survey,const_depth_survey,waypt_survey,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=62.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=76.992, NAV_HEADING=354.131, NAV_PITCH=0.037, NAV_ROLL=-0.001, NAV_SPEED=0.100, NAV_VX=0.058, NAV_VY=-0.082, NAV_X=-2.652, NAV_Y=-4.919, NAV_YAW=0.102, NAV_Z=-76.992}
52.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_return,waypt_returning,const_depth_return idle_behaviors=gotodepth_lift,const_speed_survey,const_depth_survey,waypt_survey,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=62.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=76.971, NAV_HEADING=1.038, NAV_PITCH=0.033, NAV_ROLL=0.004, NAV_SPEED=0.099, NAV_VX=0.072, NAV_VY=-0.068, NAV_X=-2.509, NAV_Y=-4.784, NAV_YAW=-0.018, NAV_Z=-76.971}
54.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_return,waypt_returning,const_depth_return idle_behaviors=gotodepth_lift,const_speed_survey,const_depth_survey,waypt_survey,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=63.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=76.992, NAV_HEADING=10.089, NAV_PITCH=0.030, NAV_ROLL=0.004, NAV_SPEED=0.099, NAV_VX=0.085, NAV_VY=-0.051, NAV_X=-2.377, NAV_Y=-4.637, NAV_YAW=-0.176, NAV_Z=-76.992}
56.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_return,waypt_returning,const_depth_return idle_behaviors=gotodepth_lift,const_speed_survey,const_depth_survey,waypt_survey,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=64.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=77.028, NAV_HEADING=17.590, NAV_PITCH=0.029, NAV_ROLL=0.003, NAV_SPEED=0.099, NAV_VX=0.092, NAV_VY=-0.037, NAV_X=-2.249, NAV_Y=-4.484, NAV_YAW=-0.307, NAV_Z=-77.028}
58.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_return,waypt_returning,const_depth_return idle_behaviors=gotodepth_lift,const_speed_survey,const_depth_survey,waypt_survey,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=64.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=77.054, NAV_HEADING=22.536, NAV_PITCH=0.029, NAV_ROLL=0.001, NAV_SPEED=0.099, NAV_VX=0.095, NAV_VY=-0.028, NAV_X=-2.124, NAV_Y=-4.330, NAV_YAW=-0.393, NAV_Z=-77.054}
60.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_return,waypt_returning,const_depth_return idle_behaviors=gotodepth_lift,const_speed_survey,const_depth_survey,waypt_survey,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=64.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=77.061, NAV_HEADING=25.351, NAV_PITCH=0.031, NAV_ROLL=0.001, NAV_SPEED=0.099, NAV_VX=0.096, NAV_VY=-0.023, NAV_X=-2.000, NAV_Y=-4.176, NAV_YAW=-0.442, NAV_Z=-77.061}
62.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_return,waypt_returning,const_depth_return idle_behaviors=gotodepth_lift,const_speed_survey,const_depth_survey,waypt_survey,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=65.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=77.051, NAV_HEADING=26.657, NAV_PITCH=0.033, NAV_ROLL=0.000, NAV_SPEED=0.099, NAV_VX=0.097, NAV_VY=-0.020, NAV_X=-1.877, NAV_Y=-4.021, NAV_YAW=-0.465, NAV_Z=-77.051}
64.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_return,waypt_returning,const_depth_return idle_behaviors=gotodepth_lift,const_speed_survey,const_depth_survey,waypt_survey,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=65.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=77.036, NAV_HEADING=26.899, NAV_PITCH=0.034, NAV_ROLL=-0.000, NAV_SPEED=0.099, NAV_VX=0.097, NAV_VY=-0.020, NAV_X=-1.754, NAV_Y=-3.866, NAV_YAW=-0.469, NAV_Z=-77.036}
66.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_return,waypt_returning,const_depth_return idle_behaviors=gotodepth_lift,const_speed_survey,const_depth_survey,waypt_survey,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=66.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=77.025, NAV_HEADING=26.551, NAV_PITCH=0.034, NAV_ROLL=-0.000, NAV_SPEED=0.099, NAV_VX=0.097, NAV_VY=-0.020, NAV_X=-1.632, NAV_Y=-3.711, NAV_YAW=-0.463, NAV_Z=-77.025}
68.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=const_speed_return,waypt_returning,const_depth_return idle_behaviors=gotodepth_lift,const_speed_survey,const_depth_survey,waypt_survey,station-keep,bhv_depth,const_hdg,gotodepth_detect,const_speed_detect,const_depth_detect,waypt_detect disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_DEPTH=77.000, DESIRED_HEADING=67.000, DESIRED_SPEED=0.100} NAV={NAV_DEPTH=77.024, NAV_HEADING=25.863, NAV_PITCH=0.034, NAV_ROLL=-0.000, NAV_SPEED=0.099, NAV_VX=0.097, NAV_VY=-0.021, NAV_X=-1.510, NAV_Y=-3.554, NAV_YAW=-0.451, NAV_Z=-77.024}
